ID Sex Gen SireID MumID Status Died Cohort Arrived
ID_4172 2 77 ID_3948 ID_2297 d 1999 1996 1996
ID_4173 1 77 ID_618 ID_3814 d 1997 1996 1996
ID_4174 2 77 ID_3693 ID_3947 d 1998 1996 1996
ID_4175 2 77 ID_3786 ID_3782 d 1998 1996 1996
ID_4176 2 77 ID_3924 ID_2676 d 1996 1996 1996
ID_4177 1 77 ID_3522 ID_3800 d 1998 1996 1996
ID_4178 2 77 ID_2944 ID_3828 d 1999 1996 1996
ID_4179 2 77 ID_3642 ID_3884 d 1996 1996 1996
ID_4180 2 77 ID_3847 ID_3867 d 1999 1996 1996
ID_4181 1 77 ID_3564 ID_2862 d 1999 1996 1996
ID_4182 2 77 ID_3629 ID_3929 d 1996 1996 1996
ID_4183 1 77 ID_3532 ID_3860 d 1996 1996 1996
ID_4184 1 77 ID_3830 ID_3815 d 1997 1996 1996
ID_4185 1 77 ID_136 ID_3653 d 1997 1996 1996
ID_4186 1 77 ID_472 ID_3700 d 1999 1996 1996
ID_4187 1 77 ID_3963 ID_3897 d 1996 1996 1996
ID_4188 2 77 ID_2311 ID_3549 d 1996 1996 1996
ID_4189 2 77 ID_1448 ID_3944 d 1996 1996 1996
ID_4190 2 77 ID_3727 ID_3757 d 1996 1996 1996
ID_4191 2 77 ID_2677 ID_3840 d 1996 1996 1996
ID_4192 1 77 NA ID_3659 d 1997 1996 1996
ID_4193 2 77 ID_3765 ID_3756 d 1996 1996 1996
ID_4194 2 77 ID_2399 ID_3805 d 1998 1996 1996
ID_4195 2 77 ID_3530 ID_3612 d 1997 1996 1996
ID_4196 1 77 ID_855 ID_3968 d 1997 1996 1996
ID_4197 1 77 ID_2395 ID_3907 d 1996 1996 1996
ID_4198 1 77 ID_1448 ID_3680 d 1997 1996 1996
ID_4199 1 77 ID_2350 ID_3616 d 1996 1996 1996
ID_4200 2 77 ID_3881 ID_3898 d 1999 1996 1996
ID_4201 2 77 ID_3837 ID_3908 d 1996 1996 1996
ID_4202 1 77 ID_3693 ID_3861 d 1999 1996 1996
ID_4203 2 77 ID_2149 ID_3676 d 1996 1996 1996
ID_4204 1 77 NA ID_2991 d 1999 1996 1996
ID_4205 1 77 ID_1157 ID_3495 d 1996 1996 1996
ID_4206 2 77 ID_3570 ID_3861 d 1998 1996 1996
ID_4207 1 77 ID_3977 ID_3939 d 1996 1996 1996
ID_4208 2 77 ID_3832 ID_3549 d 1996 1996 1996
ID_4209 1 77 ID_3596 ID_3537 d 2003 1996 1996
ID_4210 2 77 ID_3738 ID_3686 d 2001 1996 1996
ID_4211 1 77 ID_2826 ID_2297 d 1999 1996 1996
ID_4212 1 77 ID_1899 ID_3944 d 1998 1996 1996
ID_4213 2 77 ID_3705 ID_1354 d 1997 1996 1996
ID_4214 1 77 ID_3558 ID_3594 d 1996 1996 1996
ID_4215 2 77 ID_3544 ID_3674 d 1996 1996 1996
ID_4216 1 77 ID_855 ID_3871 d 1997 1996 1996
ID_4217 2 77 ID_3921 ID_3751 d 1996 1996 1996
ID_4218 2 77 ID_3558 ID_3971 d 1999 1996 1996
ID_4219 1 77 ID_3705 ID_3851 d 1998 1996 1996
ID_4220 2 77 ID_3737 ID_2238 d 1996 1996 1996
ID_4221 2 77 ID_2884 ID_3947 d 1998 1996 1996
ID_4222 1 77 NA NA d 1996 1996 1996
ID_4223 1 77 ID_3491 ID_3942 d 1999 1996 1996
ID_4224 2 77 ID_3862 ID_3914 d 1999 1996 1996
ID_4225 1 77 NA NA d 1996 1996 1996
ID_4226 2 77 ID_3693 ID_3933 d 1996 1996 1996
ID_4227 2 77 ID_1677 ID_3849 d 1997 1996 1996
ID_4228 2 77 ID_2399 ID_2992 d 1997 1996 1996
ID_4229 1 77 ID_3781 ID_3621 d 1998 1996 1996
ID_4230 1 77 ID_3842 ID_3925 d 1998 1996 1996
ID_4231 1 77 ID_3894 ID_3208 d 1997 1996 1996
ID_4232 NA 77 ID_3862 ID_1354 d 1996 NA 1996
ID_4233 1 77 ID_3558 ID_3860 d 1998 1996 1996
ID_4234 2 77 ID_3768 ID_2935 d 1996 1996 1996
ID_4235 1 77 ID_2818 ID_3947 d 2015 1996 1996
ID_4236 1 77 ID_2818 ID_3950 d 1998 1996 1996
ID_4237 2 77 ID_3498 ID_3780 d 1996 1996 1996
ID_4238 NA 77 ID_3645 ID_3950 d 1999 NA 1996
ID_4239 2 77 ID_1894 ID_3669 d 1998 1996 1996
ID_4240 1 77 ID_2842 ID_3890 d 1996 1996 1996
ID_4241 1 77 ID_2754 ID_3841 d 1996 1996 1996
ID_4242 1 77 ID_3741 ID_3554 d 2003 1996 1996
ID_4243 2 77 ID_2884 ID_3496 d 1996 1996 1996
ID_4244 1 77 ID_3600 ID_3817 d 1996 1996 1996
ID_4245 1 77 ID_3727 ID_3893 d 2000 1996 1996
ID_4246 2 77 ID_2399 ID_3907 d 1997 1996 1996
ID_4247 2 77 ID_3904 ID_3624 d 1996 1996 1996
ID_4248 1 77 ID_2674 ID_3772 d 1996 1996 1996
ID_4249 2 77 ID_1624 ID_3521 d 1998 1996 1996
ID_4250 1 77 ID_3562 ID_3700 d 1996 1996 1996
ID_4251 1 77 ID_3647 ID_2238 d 1997 1996 1996
ID_4252 1 77 ID_3896 ID_3621 d 1996 1996 1996
ID_4253 1 77 ID_3801 ID_2426 d 1996 1996 1996
ID_4254 1 77 ID_3820 ID_3943 d 1998 1996 1996
ID_4255 2 77 ID_3094 ID_3425 d 1998 1996 1996
ID_4256 2 77 NA NA d 1996 1996 1996
ID_4257 2 77 ID_2821 ID_3790 d 1997 1996 1996
ID_4258 1 77 ID_3727 ID_3812 d 1996 1996 1996
ID_4259 2 77 ID_3712 ID_3676 d 1997 1996 1996
ID_4260 2 77 ID_3635 ID_2920 d 1997 1996 1996
ID_4261 2 77 ID_3019 ID_3624 d 1996 1996 1996
ID_4262 2 77 ID_3608 ID_3589 d 1998 1996 1996
ID_4263 2 77 ID_3684 ID_3641 d 1999 1996 1996
ID_4264 1 77 ID_3844 ID_3527 d 1998 1996 1996
ID_4265 2 77 ID_2552 ID_3546 d 1999 1996 1996
ID_4266 1 77 NA NA d 1996 1996 1996
ID_4267 2 77 ID_3873 ID_3548 d 1996 1996 1996
ID_4268 1 77 ID_2839 ID_3589 d 1997 1996 1996
ID_4269 2 77 ID_3961 ID_3928 d 1997 1996 1996
ID_4270 1 77 ID_1977 ID_2342 d 1999 1996 1996
ID_4271 2 77 ID_3635 ID_3191 d 1997 1996 1996
ID_4272 1 77 ID_3694 ID_3849 d 1996 1996 1996
ID_4273 2 77 ID_3516 ID_2939 d 1998 1996 1996
ID_4274 1 77 ID_3629 ID_3654 d 1996 1996 1996
ID_4275 1 77 ID_3748 ID_3656 d 1999 1996 1996
ID_4276 2 77 ID_3881 ID_3612 d 1996 1996 1996
ID_4277 2 77 ID_3852 ID_3028 d 1997 1996 1996
ID_4278 2 77 ID_3694 ID_3609 d 1999 1996 1996
ID_4279 2 77 ID_3600 ID_3573 d 1997 1996 1996
ID_4280 1 77 ID_3570 ID_2238 d 1996 1996 1996
ID_4281 2 77 NA ID_3695 d 1996 1996 1996
ID_4282 2 77 ID_3785 ID_3700 d 1997 1996 1996
ID_4283 2 77 ID_1677 ID_3840 d 1997 1996 1996
ID_4284 2 77 ID_3765 ID_3790 d 1996 1996 1996
ID_4285 2 77 NA NA d 1996 1996 1996
ID_4286 1 77 ID_3741 ID_3805 d 1996 1996 1996
ID_4287 1 77 ID_3844 ID_2264 d 1998 1996 1996
ID_4288 1 77 ID_1624 ID_3500 d 1996 1996 1996
ID_4289 1 77 ID_3645 ID_3764 d 1999 1996 1996
ID_4290 1 77 ID_2552 ID_2805 d 2006 1996 1996
ID_4291 1 77 ID_3574 ID_3573 d 1996 1996 1996
ID_4292 1 77 ID_3821 ID_3849 d 2005 1996 1996
ID_4293 1 77 ID_2781 ID_2264 d 2002 1996 1996
ID_4294 2 77 ID_3821 ID_3897 d 1996 1996 1996
ID_4295 2 77 ID_3941 ID_3612 d 1997 1996 1996
ID_4296 2 77 ID_3642 ID_3495 d 1997 1996 1996
ID_4297 2 77 ID_130 ID_3890 d 1996 1996 1996
ID_4298 1 77 NA ID_3612 d 1996 1996 1996
ID_4299 2 77 ID_3694 ID_3578 d 1997 1996 1996
ID_4300 1 77 NA ID_3814 d 1999 1996 1996
ID_4301 1 77 ID_3512 ID_3630 d 1996 1996 1996
ID_4302 1 77 ID_3552 ID_3654 d 2000 1996 1996
ID_4303 2 77 ID_3822 ID_3898 d 1996 1996 1996
ID_4304 1 77 ID_3505 ID_3641 d 2001 1996 1996
ID_4305 1 77 ID_1977 ID_3826 d 1997 1996 1996
ID_4306 2 77 ID_3593 ID_3758 d 1997 1996 1996
ID_4307 1 77 ID_3486 ID_2297 d 2002 1996 1996
ID_4308 1 77 ID_2905 ID_3654 d 1997 1996 1996
ID_4309 2 77 ID_2149 ID_3653 d 1996 1996 1996
ID_4310 1 77 ID_3553 ID_3509 d 1997 1996 1996
ID_4311 2 77 ID_3567 ID_2906 d 1996 1996 1996
ID_4312 2 77 ID_3600 ID_3909 d 1999 1996 1996
ID_4313 2 77 ID_1281 ID_3676 d 1996 1996 1996
ID_4314 1 77 ID_2905 ID_3669 d 1996 1996 1996
ID_4315 1 77 ID_3778 ID_1354 d 1996 1996 1996
ID_4316 2 77 ID_136 ID_3962 d 1999 1996 1996
ID_4317 2 77 NA NA d 1998 1996 1996
ID_4318 2 77 NA NA d 1996 1996 1996
ID_4319 2 77 NA NA d 1999 1996 1996
ID_4320 2 77 NA NA d 1996 1996 1996
ID_4321 2 77 NA NA d 1998 1996 1996
ID_4322 1 77 NA NA d 2002 1996 1996
ID_3974 1 76 NA NA d 1997 1995 1995
ID_3975 1 76 NA NA d 1996 1995 1995
ID_3976 1 76 NA NA d 1996 1995 1995
ID_3977 1 76 NA NA d 1996 1995 1995
ID_2398 1 71 NA NA d 1998 1990 1990
ID_2399 1 71 NA NA d 1996 1990 1990
ID_4323 1 78 NA ID_4036 d 1997 1997 1997
ID_4324 2 78 ID_4302 ID_3908 d 1997 1997 1997
ID_4325 1 78 ID_3824 ID_4260 d 1998 1997 1997
ID_4326 2 78 ID_472 ID_3695 d 1997 1997 1997
ID_4327 1 78 ID_3986 ID_3680 d 1998 1997 1997
ID_4328 2 78 ID_4270 ID_4299 d 1998 1997 1997
ID_4329 1 78 ID_4233 ID_4306 d 1997 1997 1997
ID_4330 2 78 NA NA d 1997 1997 1997
ID_4331 1 78 ID_2884 ID_3818 d 1999 1997 1997
ID_4332 1 78 ID_3150 ID_4122 d 1998 1997 1997
ID_4333 1 78 ID_1974 ID_4102 d 1999 1997 1997
ID_4334 2 78 ID_4166 ID_3509 d 1997 1997 1997
ID_4335 2 78 ID_4242 ID_4299 d 1997 1997 1997
ID_4336 1 78 ID_1405 ID_4065 d 2003 1997 1997
ID_4337 2 78 ID_3847 ID_3914 d 1997 1997 1997
ID_4338 1 78 ID_4021 ID_4095 d 2004 1997 1997
ID_4339 2 78 ID_4177 ID_4036 d 1997 1997 1997
ID_4340 2 78 ID_4219 ID_3949 d 1998 1997 1997
ID_4341 2 78 ID_2817 ID_3597 d 1998 1997 1997
ID_4342 1 78 ID_1899 ID_3860 d 1997 1997 1997
ID_4343 2 78 ID_1624 ID_4227 d 1997 1997 1997
ID_4344 2 78 ID_2395 ID_3715 d 1997 1997 1997
ID_4345 2 78 ID_2874 ID_3771 d 1997 1997 1997
ID_4346 2 78 ID_3786 ID_4000 d 1999 1997 1997
ID_4347 1 78 ID_3844 ID_3780 d 1997 1997 1997
ID_4348 1 78 ID_4307 ID_3549 d 1997 1997 1997
ID_4349 1 78 ID_4236 ID_4142 d 1998 1997 1997
ID_4350 2 78 NA NA d 1997 1997 1997
ID_4351 2 78 ID_4289 ID_4108 d 1997 1997 1997
ID_4352 1 78 ID_3663 ID_4154 d 2002 1997 1997
ID_4353 1 78 ID_3974 ID_4079 d 1997 1997 1997
ID_4354 2 78 ID_3881 ID_3953 d 1999 1997 1997
ID_4355 1 78 ID_3683 ID_4015 d 1997 1997 1997
ID_4356 1 78 ID_2814 ID_4194 d 1998 1997 1997
ID_4357 1 78 ID_4322 ID_4065 d 1997 1997 1997
ID_4358 1 78 ID_2184 ID_3944 d 2005 1997 1997
ID_4359 2 78 ID_3678 ID_3840 d 1997 1997 1997
ID_4360 1 78 ID_2350 ID_4172 d 1997 1997 1997
ID_4361 1 78 ID_3670 ID_4262 d 1998 1997 1997
ID_4362 1 78 ID_3491 ID_4269 d 1997 1997 1997
ID_4363 2 78 ID_3945 ID_4018 d 1997 1997 1997
ID_4364 2 78 ID_4044 ID_4038 d 1997 1997 1997
ID_4365 1 78 ID_3714 ID_4095 d 2002 1997 1997
ID_4366 2 78 ID_1894 ID_4273 d 1997 1997 1997
ID_4367 2 78 ID_3836 ID_4312 d 1997 1997 1997
ID_4368 2 78 ID_4033 ID_3780 d 1999 1997 1997
ID_4369 2 78 ID_4132 ID_3774 d 1997 1997 1997
ID_4370 2 78 ID_4268 ID_3860 d 1998 1997 1997
ID_4371 2 78 ID_1472 ID_3715 d 1997 1997 1997
ID_4372 2 78 NA ID_3812 d 1998 1997 1997
ID_4373 2 78 ID_3824 ID_3900 d 1998 1997 1997
ID_4374 1 78 ID_1677 ID_3676 d 1997 1997 1997
ID_4375 1 78 ID_4302 ID_4296 d 2002 1997 1997
ID_4376 2 78 ID_2398 ID_4312 d 1998 1997 1997
ID_4377 1 78 ID_2552 ID_4150 d 2005 1997 1997
ID_4378 2 78 ID_3822 ID_4239 d 1998 1997 1997
ID_4379 1 78 ID_1281 ID_4269 d 2007 1997 1997
ID_4380 1 78 ID_4307 ID_3826 d 2003 1997 1997
ID_4381 1 78 ID_4002 ID_3715 d 1997 1997 1997
ID_4382 2 78 ID_4181 ID_3208 d 1997 1997 1997
ID_4383 1 78 ID_3932 ID_3612 d 1997 1997 1997
ID_4384 1 78 ID_2395 ID_3523 d 1999 1997 1997
ID_4385 1 78 ID_4242 ID_4160 d 2005 1997 1997
ID_4386 2 78 ID_3913 ID_3208 d 1999 1997 1997
ID_4387 2 78 ID_3847 ID_3900 d 1998 1997 1997
ID_4388 1 78 ID_3670 ID_4000 d 1998 1997 1997
ID_4389 1 78 ID_3881 ID_3500 d 1997 1997 1997
ID_4390 1 78 ID_3887 ID_3715 d 1997 1997 1997
ID_4391 2 78 ID_3932 ID_4172 d 1997 1997 1997
ID_4392 1 78 ID_4254 ID_4317 d 1997 1997 1997
ID_4393 2 78 ID_4300 ID_4257 d 1997 1997 1997
ID_4394 1 78 ID_4229 ID_4050 d 2000 1997 1997
ID_4395 2 78 ID_3894 ID_4077 d 2002 1997 1997
ID_4396 1 78 ID_1894 ID_3559 d 1999 1997 1997
ID_4397 2 78 ID_3776 ID_4143 d 1998 1997 1997
ID_4398 1 78 ID_2200 ID_4206 d 1997 1997 1997
ID_4399 2 78 ID_3482 ID_3674 d 1997 1997 1997
ID_4400 1 78 ID_3974 ID_3656 d 1998 1997 1997
ID_4401 1 78 ID_3824 ID_4018 d 1997 1997 1997
ID_4402 1 78 ID_4066 ID_4043 d 2005 1997 1997
ID_4403 1 78 ID_4051 ID_3943 d 2000 1997 1997
ID_4404 2 78 ID_4268 ID_4009 d 1997 1997 1997
ID_4405 1 78 ID_3146 ID_4092 d 1997 1997 1997
ID_4406 1 78 ID_3489 ID_4321 d 2000 1997 1997
ID_4407 2 78 ID_3662 ID_4122 d 1997 1997 1997
ID_4408 1 78 ID_3742 ID_3559 d 1997 1997 1997
ID_4409 1 78 ID_3832 ID_2426 d 1997 1997 1997
ID_4410 2 78 ID_3801 ID_3549 d 1998 1997 1997
ID_4411 1 78 ID_3781 ID_4273 d 1997 1997 1997
ID_4412 1 78 ID_3146 ID_3539 d 1997 1997 1997
ID_4413 1 78 ID_4304 ID_3792 d 1997 1997 1997
ID_4414 1 78 ID_4204 ID_4020 d 1997 1997 1997
ID_4415 NA 78 ID_2754 ID_4255 d 1998 NA 1997
ID_4416 2 78 NA ID_3715 d 1997 1997 1997
ID_4417 1 78 ID_3877 ID_4018 d 2002 1997 1997
ID_4418 1 78 ID_2814 ID_3487 d 1998 1997 1997
ID_4419 1 78 ID_3881 ID_4093 d 2000 1997 1997
ID_4420 2 78 ID_3515 ID_3893 d 2002 1997 1997
ID_4421 2 78 ID_3516 ID_3674 d 1998 1997 1997
ID_4422 1 78 ID_3888 ID_4279 d 2010 1997 1997
ID_4423 2 78 ID_4021 ID_4260 d 1998 1997 1997
ID_4424 2 78 ID_3837 ID_4278 d 1997 1997 1997
ID_4425 2 78 ID_4171 ID_3597 d 1997 1997 1997
ID_4426 1 78 ID_3960 ID_3989 d 1997 1997 1997
ID_4427 2 78 ID_3986 ID_4046 d 1998 1997 1997
ID_4428 1 78 ID_3832 ID_4195 d 1997 1997 1997
ID_4429 2 78 ID_3786 ID_3953 d 1998 1997 1997
ID_4430 1 78 ID_4308 ID_4246 d 2002 1997 1997
ID_4431 2 78 ID_3615 ID_4034 d 1998 1997 1997
ID_4432 1 78 ID_4300 ID_3780 d 1999 1997 1997
ID_4433 2 78 ID_2552 ID_4299 d 2001 1997 1997
ID_4434 2 78 ID_3894 ID_3767 d 1998 1997 1997
ID_4435 2 78 ID_3718 ID_3925 d 1999 1997 1997
ID_4436 2 78 ID_4152 ID_3675 d 1997 1997 1997
ID_4437 2 78 ID_3615 ID_3674 d 1997 1997 1997
ID_4438 2 78 ID_4308 ID_3774 d 1997 1997 1997
ID_4439 1 78 ID_1894 ID_4200 d 2002 1997 1997
ID_4440 2 78 ID_3847 ID_4128 d 1999 1997 1997
ID_4441 2 78 ID_4235 ID_3966 d 1997 1997 1997
ID_4442 1 78 ID_4051 ID_3686 d 1997 1997 1997
ID_4443 1 78 ID_4322 ID_3568 d 1999 1997 1997
ID_4444 1 78 ID_3652 ID_4257 d 1997 1997 1997
ID_4445 2 78 ID_1894 ID_3939 d 2002 1997 1997
ID_4446 1 78 ID_4097 ID_4262 d 1999 1997 1997
ID_4447 2 78 ID_4066 ID_4316 d 1998 1997 1997
ID_4448 2 78 ID_3779 ID_4246 d 1997 1997 1997
ID_4449 1 78 ID_3964 ID_4077 d 1997 1997 1997
ID_4450 2 78 ID_2884 ID_3962 d 1998 1997 1997
ID_4451 1 78 ID_3876 ID_4038 d 1998 1997 1997
ID_4452 1 78 ID_2839 ID_3767 d 1997 1997 1997
ID_4453 2 78 ID_3562 ID_3914 d 1997 1997 1997
ID_4454 2 78 ID_3019 ID_4154 d 1997 1997 1997
ID_4455 2 78 ID_1405 ID_4122 d 1997 1997 1997
ID_4456 2 78 ID_4219 ID_3983 d 1999 1997 1997
ID_4457 1 78 ID_4235 ID_2992 d 2000 1997 1997
ID_4458 1 78 ID_3663 ID_4038 d 2000 1997 1997
ID_4459 1 78 ID_3865 ID_4255 d 2007 1997 1997
ID_4460 1 78 ID_2214 ID_4195 d 1998 1997 1997
ID_4461 2 78 ID_3781 ID_4312 d 1997 1997 1997
ID_4462 2 78 ID_3910 ID_3984 d 1997 1997 1997
ID_4463 2 78 ID_4052 ID_4195 d 1999 1997 1997
ID_4464 2 78 ID_4223 ID_4269 d 2002 1997 1997
ID_4465 2 78 ID_4293 ID_4110 d 1997 1997 1997
ID_4466 1 78 ID_472 ID_4210 d 1997 1997 1997
ID_4467 1 78 NA ID_4092 d 1997 1997 1997
ID_4468 2 78 ID_3913 ID_4174 d 1998 1997 1997
ID_4469 1 78 NA NA d 1997 1997 1997
ID_4470 2 78 ID_3844 ID_4312 d 2002 1997 1997
ID_4471 2 78 ID_2754 ID_3914 d 1999 1997 1997
ID_4472 1 78 ID_4290 ID_4134 d 1997 1997 1997
ID_4473 1 78 ID_4181 ID_3609 d 1997 1997 1997
ID_4474 1 78 ID_3824 ID_3686 d 1997 1997 1997
ID_4475 1 78 ID_4235 ID_4175 d 1997 1997 1997
ID_4476 1 78 ID_3779 ID_4259 d 1999 1997 1997
ID_4477 1 78 ID_3727 ID_2862 d 1997 1997 1997
ID_4478 1 78 ID_4170 ID_4195 d 2008 1997 1997
ID_4479 1 78 ID_3930 ID_4319 d 2002 1997 1997
ID_4480 2 78 ID_2200 ID_3487 d 1997 1997 1997
ID_4481 2 78 ID_4149 ID_4277 d 1998 1997 1997
ID_4482 2 78 ID_3652 ID_4306 d 1997 1997 1997
ID_4483 1 78 ID_2214 ID_4083 d 1997 1997 1997
ID_4484 2 78 ID_4290 ID_3992 d 1998 1997 1997
ID_4485 1 78 ID_3945 ID_4007 d 1997 1997 1997
ID_4486 2 78 ID_130 ID_4194 d 1999 1997 1997
ID_4487 2 78 ID_4223 ID_4122 d 1998 1997 1997
ID_4488 2 78 ID_3798 ID_3900 d 1997 1997 1997
ID_4489 2 78 ID_3822 ID_3589 d 1998 1997 1997
ID_4490 2 78 ID_4230 ID_1797 d 1998 1997 1997
ID_4491 1 78 ID_3600 ID_3793 d 1997 1997 1997
ID_4492 1 78 ID_4173 ID_4015 d 2000 1997 1997
ID_4493 2 78 ID_4173 ID_3962 d 1999 1997 1997
ID_4494 2 78 ID_3678 ID_4316 d 1998 1997 1997
ID_4495 1 78 ID_4235 ID_4180 d 1997 1997 1997
ID_4496 2 78 NA ID_3500 d 1998 1997 1997
ID_4497 2 78 ID_4177 ID_4321 d 1998 1997 1997
ID_4498 1 78 ID_4310 ID_3771 d 1998 1997 1997
ID_4499 1 78 ID_3932 ID_3656 d 2001 1997 1997
ID_4500 2 78 ID_2266 ID_3851 d 1999 1997 1997
ID_4501 2 78 ID_3670 ID_3780 d 1997 1997 1997
ID_4502 1 78 ID_3562 ID_4160 d 1997 1997 1997
ID_4503 1 78 ID_4152 ID_4238 d 2001 1997 1997
ID_4504 2 78 ID_1894 ID_3962 d 1999 1997 1997
ID_4505 1 78 ID_3886 ID_4321 d 1998 1997 1997
ID_4506 1 78 ID_2395 ID_3609 d 1997 1997 1997
ID_4507 2 78 NA NA d 2001 1997 1997
ID_4508 2 78 NA NA d 1998 1997 1997
ID_4509 2 78 ID_3541 ID_4151 d 1998 1997 1997
ID_4510 1 78 ID_2884 ID_4259 d 1997 1997 1997
ID_4511 2 78 ID_3150 ID_3674 d 1997 1997 1997
ID_4512 2 78 ID_2395 ID_3917 d 1998 1997 1997
ID_4513 2 78 NA ID_3812 d 1997 1997 1997
ID_4514 2 78 ID_3678 ID_3597 d 1998 1997 1997
ID_4515 1 78 ID_3964 ID_4178 d 1998 1997 1997
ID_4516 1 78 NA ID_4009 d 1997 1997 1997
ID_4517 1 78 ID_4211 ID_4077 d 1997 1997 1997
ID_4518 2 78 ID_4270 ID_4221 d 1999 1997 1997
ID_4519 2 78 ID_3146 ID_3826 d 1998 1997 1997
ID_4520 2 78 ID_3773 ID_4012 d 1997 1997 1997
ID_4521 1 78 ID_4305 ID_4034 d 1997 1997 1997
ID_4522 1 78 NA ID_3777 d 1999 1997 1997
ID_4523 1 78 ID_3887 ID_4262 d 2007 1997 1997
ID_4524 2 78 ID_3887 ID_4034 d 1997 1997 1997
ID_4525 1 78 ID_3663 ID_4068 d 1997 1997 1997
ID_4526 2 78 ID_3961 ID_4271 d 1997 1997 1997
ID_4527 2 78 ID_3961 ID_4265 d 1997 1997 1997
ID_4528 1 78 ID_2677 ID_4143 d 1999 1997 1997
ID_4529 1 78 ID_4165 ID_4195 d 1997 1997 1997
ID_4530 1 78 ID_3922 ID_3680 d 1998 1997 1997
ID_4531 2 78 ID_3837 ID_4178 d 1997 1997 1997
ID_4532 2 78 ID_4204 ID_3860 d 1998 1997 1997
ID_4533 2 78 ID_3754 ID_4046 d 1997 1997 1997
ID_4534 2 78 ID_3847 ID_3787 d 1999 1997 1997
ID_4535 1 78 ID_3932 ID_4210 d 1997 1997 1997
ID_4536 1 78 ID_4011 ID_4007 d 2002 1997 1997
ID_4537 1 78 ID_4192 ID_4210 d 1997 1997 1997
ID_4538 2 78 ID_4287 ID_3982 d 1997 1997 1997
ID_4539 2 78 ID_2826 ID_4255 d 1998 1997 1997
ID_4540 2 78 ID_4275 ID_4150 d 1999 1997 1997
ID_4541 1 78 ID_2395 ID_3777 d 1997 1997 1997
ID_4542 1 78 ID_4289 ID_3992 d 1997 1997 1997
ID_4543 2 78 ID_4322 ID_3695 d 1997 1997 1997
ID_4544 2 78 ID_4290 ID_4092 d 1997 1997 1997
ID_4545 1 78 NA NA d 1997 1997 1997
ID_4546 2 78 ID_4052 ID_4255 d 1997 1997 1997
ID_4547 1 78 ID_1677 ID_3589 d 1997 1997 1997
ID_4548 2 78 ID_4305 ID_3771 d 1998 1997 1997
ID_4549 1 78 ID_4198 ID_3983 d 1998 1997 1997
ID_4550 2 78 ID_4008 ID_4206 d 1997 1997 1997
ID_4551 1 78 ID_3974 ID_4295 d 1998 1997 1997
ID_4552 2 78 ID_2754 ID_4017 d 1997 1997 1997
ID_4553 1 78 ID_4254 ID_3487 d 1997 1997 1997
ID_4554 2 78 ID_3516 ID_2939 d 1997 1997 1997
ID_4555 1 78 ID_3781 ID_4306 d 1997 1997 1997
ID_4556 1 78 ID_3670 ID_4221 d 1997 1997 1997
ID_4557 2 78 ID_4056 ID_4064 d 1997 1997 1997
ID_4558 2 78 ID_3836 ID_4246 d 1998 1997 1997
ID_4559 2 78 ID_3837 ID_4175 d 1998 1997 1997
ID_4560 2 78 ID_4245 ID_4312 d 1997 1997 1997
ID_4561 1 78 ID_2395 ID_3787 d 1997 1997 1997
ID_4562 2 78 ID_3727 ID_4262 d 1998 1997 1997
ID_4563 1 78 ID_4289 ID_3944 d 1998 1997 1997
ID_4564 1 78 ID_3727 ID_4317 d 1999 1997 1997
ID_4565 1 78 ID_4310 ID_4092 d 1997 1997 1997
ID_4566 1 78 ID_3835 ID_4282 d 1997 1997 1997
ID_4567 1 78 ID_4039 ID_4321 d 1997 1997 1997
ID_4568 2 78 ID_2307 ID_4018 d 1997 1997 1997
ID_4569 1 78 NA ID_3539 d 1997 1997 1997
ID_4570 1 78 ID_4236 ID_4064 d 1997 1997 1997
ID_4571 2 78 ID_3876 ID_4092 d 1997 1997 1997
ID_4572 2 78 ID_3945 ID_4038 d 1998 1997 1997
ID_4573 1 78 ID_3678 ID_2935 d 1997 1997 1997
ID_4574 1 78 ID_2884 ID_4009 d 2002 1997 1997
ID_4575 1 78 ID_2307 ID_3851 d 1997 1997 1997
ID_4576 2 78 ID_2184 ID_4174 d 1998 1997 1997
ID_4577 2 78 ID_4055 ID_4160 d 1998 1997 1997
ID_4578 2 78 ID_3886 ID_4074 d 1997 1997 1997
ID_4579 2 78 ID_4198 ID_4122 d 1998 1997 1997
ID_4580 1 78 NA ID_4083 d 1999 1997 1997
ID_4581 1 78 ID_3835 ID_3925 d 1997 1997 1997
ID_4582 2 78 ID_3727 ID_4321 d 1997 1997 1997
ID_4583 1 78 ID_3964 ID_3500 d 1997 1997 1997
ID_4584 1 78 ID_3910 ID_3680 d 1998 1997 1997
ID_4585 2 78 ID_4024 ID_4306 d 1997 1997 1997
ID_4586 2 78 ID_2818 ID_4319 d 1999 1997 1997
ID_4587 2 78 ID_3765 ID_3817 d 1998 1997 1997
ID_4588 1 78 ID_3886 ID_3686 d 1997 1997 1997
ID_4589 2 78 NA ID_2426 d 1997 1997 1997
ID_4590 2 78 NA NA d 1997 1997 1997
ID_4591 1 78 ID_4146 ID_4194 d 1999 1997 1997
ID_4592 1 78 ID_3931 ID_4312 d 1997 1997 1997
ID_4593 1 78 ID_3019 ID_4150 d 1999 1997 1997
ID_4594 2 78 ID_4270 ID_4029 d 1997 1997 1997
ID_4595 2 78 NA NA d 1997 1997 1997
ID_4596 2 78 NA NA d 1999 1997 1997
ID_4597 1 78 NA NA d 2001 1997 1997
